nohup: ignoring input
>> host monitor: 8 cores, interval=2.0s, duration=7200.0s
>> time      cpu_total%  (of 800)  cores_busy  ram_used_mb  ram%
>> 10:47:17      799   ( 8.0 cores)    8/8         8522      27%
>> 10:47:19      798   ( 8.0 cores)    8/8         8526      27%
>> 10:47:21      799   ( 8.0 cores)    8/8         8519      27%
>> 10:47:23      799   ( 8.0 cores)    8/8         8510      27%
>> 10:47:25      798   ( 8.0 cores)    8/8         8513      27%
>> 10:47:27      798   ( 8.0 cores)    8/8         8513      27%
>> 10:47:29      798   ( 8.0 cores)    8/8         8505      27%
>> 10:47:31      799   ( 8.0 cores)    8/8         8519      27%
>> 10:47:33      798   ( 8.0 cores)    8/8         8518      27%
>> 10:47:35      800   ( 8.0 cores)    8/8         8533      27%
>> 10:47:37      799   ( 8.0 cores)    8/8         8522      27%
>> 10:47:39      798   ( 8.0 cores)    8/8         8739      28%
>> 10:47:41      799   ( 8.0 cores)    8/8         8512      27%
>> 10:47:43      798   ( 8.0 cores)    8/8         8512      27%
>> 10:47:45      799   ( 8.0 cores)    8/8         8516      27%
>> 10:47:47      800   ( 8.0 cores)    8/8         8528      27%
>> 10:47:49      796   ( 8.0 cores)    8/8         8542      27%
>> 10:47:51      799   ( 8.0 cores)    8/8         8521      27%
>> 10:47:53      799   ( 8.0 cores)    8/8         8512      27%
>> 10:47:55      798   ( 8.0 cores)    8/8         8526      27%
>> 10:47:57      800   ( 8.0 cores)    8/8         8505      27%
>> 10:47:59      799   ( 8.0 cores)    8/8         8510      27%
>> 10:48:01      799   ( 8.0 cores)    8/8         8516      27%
>> 10:48:03      798   ( 8.0 cores)    8/8         8529      27%
>> 10:48:05      798   ( 8.0 cores)    8/8         8527      27%
>> 10:48:07      798   ( 8.0 cores)    8/8         8538      27%
>> 10:48:09      799   ( 8.0 cores)    8/8         8537      27%
>> 10:48:11      800   ( 8.0 cores)    8/8         8535      27%
>> 10:48:13      798   ( 8.0 cores)    8/8         8536      27%
>> 10:48:15      799   ( 8.0 cores)    8/8         8540      27%
>> 10:48:17      800   ( 8.0 cores)    8/8         8534      27%
>> 10:48:19      798   ( 8.0 cores)    8/8         8534      27%
>> 10:48:21      798   ( 8.0 cores)    8/8         8519      27%
>> 10:48:23      799   ( 8.0 cores)    8/8         8516      27%
>> 10:48:25      799   ( 8.0 cores)    8/8         8519      27%
>> 10:48:27      799   ( 8.0 cores)    8/8         8518      27%
>> 10:48:29      799   ( 8.0 cores)    8/8         8514      27%
>> 10:48:31      800   ( 8.0 cores)    8/8         8526      27%
>> 10:48:33      800   ( 8.0 cores)    8/8         8516      27%
>> 10:48:35      797   ( 8.0 cores)    8/8         8529      27%
>> 10:48:37      799   ( 8.0 cores)    8/8         8526      27%
>> 10:48:39      798   ( 8.0 cores)    8/8         8539      27%
>> 10:48:41      798   ( 8.0 cores)    8/8         8538      27%
>> 10:48:43      798   ( 8.0 cores)    8/8         8530      27%
>> 10:48:45      798   ( 8.0 cores)    8/8         8537      27%
>> 10:48:47      799   ( 8.0 cores)    8/8         8523      27%
>> 10:48:49      800   ( 8.0 cores)    8/8         8521      27%
>> 10:48:51      798   ( 8.0 cores)    8/8         8520      27%
>> 10:48:53      798   ( 8.0 cores)    8/8         8520      27%
>> 10:48:55      797   ( 8.0 cores)    8/8         8529      27%
>> 10:48:57      798   ( 8.0 cores)    8/8         8530      27%
>> 10:48:59      799   ( 8.0 cores)    8/8         8536      27%
>> 10:49:01      798   ( 8.0 cores)    8/8         8524      27%
>> 10:49:03      799   ( 8.0 cores)    8/8         8533      27%
>> 10:49:05      799   ( 8.0 cores)    8/8         8540      27%
>> 10:49:07      798   ( 8.0 cores)    8/8         8534      27%
>> 10:49:09      798   ( 8.0 cores)    8/8         8537      27%
>> 10:49:11      799   ( 8.0 cores)    8/8         8541      27%
>> 10:49:13      799   ( 8.0 cores)    8/8         8539      27%
>> 10:49:15      799   ( 8.0 cores)    8/8         8538      27%
>> 10:49:17      796   ( 8.0 cores)    8/8         8509      27%
>> 10:49:19      799   ( 8.0 cores)    8/8         8533      27%
>> 10:49:21      797   ( 8.0 cores)    8/8         8529      27%
>> 10:49:23      799   ( 8.0 cores)    8/8         8527      27%
>> 10:49:25      799   ( 8.0 cores)    8/8         8538      27%
>> 10:49:27      798   ( 8.0 cores)    8/8         8536      27%
>> 10:49:29      798   ( 8.0 cores)    8/8         8542      27%
>> 10:49:31      799   ( 8.0 cores)    8/8         8538      27%
>> 10:49:33      799   ( 8.0 cores)    8/8         8523      27%
>> 10:49:35      798   ( 8.0 cores)    8/8         8525      27%
>> 10:49:37      798   ( 8.0 cores)    8/8         8529      27%
>> 10:49:39      799   ( 8.0 cores)    8/8         8540      27%
>> 10:49:41      799   ( 8.0 cores)    8/8         8537      27%
>> 10:49:43      799   ( 8.0 cores)    8/8         8554      27%
>> 10:49:45      799   ( 8.0 cores)    8/8         8757      28%
>> 10:49:47      800   ( 8.0 cores)    8/8         8532      27%
>> 10:49:49      798   ( 8.0 cores)    8/8         8529      27%
>> 10:49:51      799   ( 8.0 cores)    8/8         8533      27%
>> 10:49:53      798   ( 8.0 cores)    8/8         8524      27%
>> 10:49:55      798   ( 8.0 cores)    8/8         8529      27%
>> 10:49:57      799   ( 8.0 cores)    8/8         8531      27%
>> 10:49:59      798   ( 8.0 cores)    8/8         8520      27%
>> 10:50:01      798   ( 8.0 cores)    8/8         8538      27%
>> 10:50:03      799   ( 8.0 cores)    8/8         8544      27%
>> 10:50:05      797   ( 8.0 cores)    8/8         8527      27%
>> 10:50:07      798   ( 8.0 cores)    8/8         8531      27%
>> 10:50:09      799   ( 8.0 cores)    8/8         8532      27%
>> 10:50:11      799   ( 8.0 cores)    8/8         8543      27%
>> 10:50:13      799   ( 8.0 cores)    8/8         8515      27%
>> 10:50:15      799   ( 8.0 cores)    8/8         8523      27%
>> 10:50:17      799   ( 8.0 cores)    8/8         8519      27%
>> 10:50:19      798   ( 8.0 cores)    8/8         8531      27%
>> 10:50:21      800   ( 8.0 cores)    8/8         8524      27%
>> 10:50:23      799   ( 8.0 cores)    8/8         8533      27%
>> 10:50:25      798   ( 8.0 cores)    8/8         8528      27%
>> 10:50:27      798   ( 8.0 cores)    8/8         8530      27%
>> 10:50:29      799   ( 8.0 cores)    8/8         8539      27%
>> 10:50:31      798   ( 8.0 cores)    8/8         8526      27%
>> 10:50:33      798   ( 8.0 cores)    8/8         8528      27%
>> 10:50:35      799   ( 8.0 cores)    8/8         8532      27%
>> 10:50:37      798   ( 8.0 cores)    8/8         8520      27%
>> 10:50:39      798   ( 8.0 cores)    8/8         8515      27%
>> 10:50:41      799   ( 8.0 cores)    8/8         8525      27%
>> 10:50:43      798   ( 8.0 cores)    8/8         8515      27%
>> 10:50:45      800   ( 8.0 cores)    8/8         8523      27%
>> 10:50:47      798   ( 8.0 cores)    8/8         8546      27%
>> 10:50:49      799   ( 8.0 cores)    8/8         8520      27%
>> 10:50:51      797   ( 8.0 cores)    8/8         8533      27%
>> 10:50:53      799   ( 8.0 cores)    8/8         8517      27%
>> 10:50:55      798   ( 8.0 cores)    8/8         8528      27%
>> 10:50:57      799   ( 8.0 cores)    8/8         8534      27%
>> 10:50:59      798   ( 8.0 cores)    8/8         8525      27%
>> 10:51:01      799   ( 8.0 cores)    8/8         8537      27%
>> 10:51:03      799   ( 8.0 cores)    8/8         8540      27%
>> 10:51:05      797   ( 8.0 cores)    8/8         8512      27%
>> 10:51:07      799   ( 8.0 cores)    8/8         8513      27%
>> 10:51:09      799   ( 8.0 cores)    8/8         8512      27%
>> 10:51:11      798   ( 8.0 cores)    8/8         8523      27%
>> 10:51:13      799   ( 8.0 cores)    8/8         8520      27%
>> 10:51:15      799   ( 8.0 cores)    8/8         8524      27%
>> 10:51:17      797   ( 8.0 cores)    8/8         8534      27%
>> 10:51:19      800   ( 8.0 cores)    8/8         8527      27%
>> 10:51:21      797   ( 8.0 cores)    8/8         8527      27%
>> 10:51:23      799   ( 8.0 cores)    8/8         8523      27%
>> 10:51:25      798   ( 8.0 cores)    8/8         8518      27%
>> 10:51:27      800   ( 8.0 cores)    8/8         8530      27%
>> 10:51:29      798   ( 8.0 cores)    8/8         8533      27%
>> 10:51:31      798   ( 8.0 cores)    8/8         8520      27%
>> 10:51:33      798   ( 8.0 cores)    8/8         8526      27%
>> 10:51:35      798   ( 8.0 cores)    8/8         8532      27%
>> 10:51:37      799   ( 8.0 cores)    8/8         8543      27%
>> 10:51:39      799   ( 8.0 cores)    8/8         8542      27%
>> 10:51:41      800   ( 8.0 cores)    8/8         8533      27%
>> 10:51:43      798   ( 8.0 cores)    8/8         8533      27%
>> 10:51:45      798   ( 8.0 cores)    8/8         8536      27%
>> 10:51:47      799   ( 8.0 cores)    8/8         8512      27%
>> 10:51:49      797   ( 8.0 cores)    8/8         8543      27%
>> 10:51:51      799   ( 8.0 cores)    8/8         8757      28%
>> 10:51:53      800   ( 8.0 cores)    8/8         8527      27%
>> 10:51:55      797   ( 8.0 cores)    8/8         8514      27%
>> 10:51:57      799   ( 8.0 cores)    8/8         8525      27%
>> 10:51:59      798   ( 8.0 cores)    8/8         8530      27%
>> 10:52:01      798   ( 8.0 cores)    8/8         8523      27%
>> 10:52:03      800   ( 8.0 cores)    8/8         8515      27%
>> 10:52:05      799   ( 8.0 cores)    8/8         8514      27%
>> 10:52:07      797   ( 8.0 cores)    8/8         8521      27%
>> 10:52:09      799   ( 8.0 cores)    8/8         8528      27%
>> 10:52:11      800   ( 8.0 cores)    8/8         8527      27%
>> 10:52:13      796   ( 8.0 cores)    8/8         8532      27%
>> 10:52:15      799   ( 8.0 cores)    8/8         8523      27%
>> 10:52:17      798   ( 8.0 cores)    8/8         8530      27%
>> 10:52:19      798   ( 8.0 cores)    8/8         8541      27%
>> 10:52:21      799   ( 8.0 cores)    8/8         8541      27%
>> 10:52:23      799   ( 8.0 cores)    8/8         8540      27%
>> 10:52:25      797   ( 8.0 cores)    8/8         8522      27%
>> 10:52:27      800   ( 8.0 cores)    8/8         8519      27%
>> 10:52:29      799   ( 8.0 cores)    8/8         8526      27%
>> 10:52:31      799   ( 8.0 cores)    8/8         8525      27%
>> 10:52:33      799   ( 8.0 cores)    8/8         8518      27%
>> 10:52:35      798   ( 8.0 cores)    8/8         8540      27%
>> 10:52:37      799   ( 8.0 cores)    8/8         8519      27%
>> 10:52:39      798   ( 8.0 cores)    8/8         8518      27%
>> 10:52:41      799   ( 8.0 cores)    8/8         8523      27%
>> 10:52:43      798   ( 8.0 cores)    8/8         8528      27%
>> 10:52:45      798   ( 8.0 cores)    8/8         8512      27%
>> 10:52:47      800   ( 8.0 cores)    8/8         8521      27%
>> 10:52:49      798   ( 8.0 cores)    8/8         8518      27%
>> 10:52:51      798   ( 8.0 cores)    8/8         8507      27%
>> 10:52:53      797   ( 8.0 cores)    8/8         8542      27%
>> 10:52:55      799   ( 8.0 cores)    8/8         8533      27%
>> 10:52:57      800   ( 8.0 cores)    8/8         8544      27%
>> 10:52:59      799   ( 8.0 cores)    8/8         8539      27%
>> 10:53:01      797   ( 8.0 cores)    8/8         8538      27%
>> 10:53:03      799   ( 8.0 cores)    8/8         8521      27%
>> 10:53:05      798   ( 8.0 cores)    8/8         8528      27%
>> 10:53:07      799   ( 8.0 cores)    8/8         8530      27%
>> 10:53:09      798   ( 8.0 cores)    8/8         8540      27%
>> 10:53:11      799   ( 8.0 cores)    8/8         8534      27%
>> 10:53:13      798   ( 8.0 cores)    8/8         8546      27%
>> 10:53:15      799   ( 8.0 cores)    8/8         8544      27%
>> 10:53:17      799   ( 8.0 cores)    8/8         8548      27%
>> 10:53:19      799   ( 8.0 cores)    8/8         8557      27%
>> 10:53:21      798   ( 8.0 cores)    8/8         8559      27%
>> 10:53:23      799   ( 8.0 cores)    8/8         8552      27%
>> 10:53:25      799   ( 8.0 cores)    8/8         8551      27%
>> 10:53:27      798   ( 8.0 cores)    8/8         8529      27%
>> 10:53:29      798   ( 8.0 cores)    8/8         8532      27%
>> 10:53:31      799   ( 8.0 cores)    8/8         8533      27%
>> 10:53:33      799   ( 8.0 cores)    8/8         8548      27%
>> 10:53:35      797   ( 8.0 cores)    8/8         8549      27%
>> 10:53:37      798   ( 8.0 cores)    8/8         8537      27%
>> 10:53:39      799   ( 8.0 cores)    8/8         8541      27%
>> 10:53:41      797   ( 8.0 cores)    8/8         8546      27%
>> 10:53:43      798   ( 8.0 cores)    8/8         8554      27%
>> 10:53:45      799   ( 8.0 cores)    8/8         8548      27%
>> 10:53:47      798   ( 8.0 cores)    8/8         8554      27%
>> 10:53:49      798   ( 8.0 cores)    8/8         8562      27%
>> 10:53:51      798   ( 8.0 cores)    8/8         8569      27%
>> 10:53:53      798   ( 8.0 cores)    8/8         8573      27%
>> 10:53:55      798   ( 8.0 cores)    8/8         8578      27%
>> 10:53:57      798   ( 8.0 cores)    8/8         8800      28%
>> 10:53:59      799   ( 8.0 cores)    8/8         8535      27%
>> 10:54:01      797   ( 8.0 cores)    8/8         8534      27%
>> 10:54:03      799   ( 8.0 cores)    8/8         8538      27%
>> 10:54:05      800   ( 8.0 cores)    8/8         8542      27%
>> 10:54:07      798   ( 8.0 cores)    8/8         8537      27%
>> 10:54:09      799   ( 8.0 cores)    8/8         8544      27%
>> 10:54:11      799   ( 8.0 cores)    8/8         8551      27%
>> 10:54:13      799   ( 8.0 cores)    8/8         8552      27%
>> 10:54:15      800   ( 8.0 cores)    8/8         8533      27%
>> 10:54:17      799   ( 8.0 cores)    8/8         8535      27%
>> 10:54:19      799   ( 8.0 cores)    8/8         8536      27%
>> 10:54:21      799   ( 8.0 cores)    8/8         8555      27%
>> 10:54:23      798   ( 8.0 cores)    8/8         8560      27%
>> 10:54:25      799   ( 8.0 cores)    8/8         8546      27%
>> 10:54:27      799   ( 8.0 cores)    8/8         8548      27%
>> 10:54:29      799   ( 8.0 cores)    8/8         8554      27%
>> 10:54:31      798   ( 8.0 cores)    8/8         8548      27%
>> 10:54:33      798   ( 8.0 cores)    8/8         8553      27%
>> 10:54:35      798   ( 8.0 cores)    8/8         8581      27%
>> 10:54:37      800   ( 8.0 cores)    8/8         8549      27%
>> 10:54:39      799   ( 8.0 cores)    8/8         8549      27%
>> 10:54:41      799   ( 8.0 cores)    8/8         8548      27%
>> 10:54:43      799   ( 8.0 cores)    8/8         8553      27%
>> 10:54:45      797   ( 8.0 cores)    8/8         8555      27%
>> 10:54:47      799   ( 8.0 cores)    8/8         8554      27%
>> 10:54:49      799   ( 8.0 cores)    8/8         8556      27%
>> 10:54:51      798   ( 8.0 cores)    8/8         8565      27%
>> 10:54:53      800   ( 8.0 cores)    8/8         8573      27%
>> 10:54:55      799   ( 8.0 cores)    8/8         8554      27%
>> 10:54:57      797   ( 8.0 cores)    8/8         8550      27%
>> 10:54:59      798   ( 8.0 cores)    8/8         8589      27%
>> 10:55:01      799   ( 8.0 cores)    8/8         8565      27%
>> 10:55:03      799   ( 8.0 cores)    8/8         8571      27%
>> 10:55:05      798   ( 8.0 cores)    8/8         8573      27%
>> 10:55:07      799   ( 8.0 cores)    8/8         8563      27%
>> 10:55:09      799   ( 8.0 cores)    8/8         8564      27%
>> 10:55:11      799   ( 8.0 cores)    8/8         8575      27%
>> 10:55:13      799   ( 8.0 cores)    8/8         8577      27%
>> 10:55:15      799   ( 8.0 cores)    8/8         8568      27%
>> 10:55:17      798   ( 8.0 cores)    8/8         8545      27%
>> 10:55:19      798   ( 8.0 cores)    8/8         8549      27%
>> 10:55:21      799   ( 8.0 cores)    8/8         8541      27%
>> 10:55:23      798   ( 8.0 cores)    8/8         8540      27%
>> 10:55:25      798   ( 8.0 cores)    8/8         8538      27%
>> 10:55:27      799   ( 8.0 cores)    8/8         8549      27%
>> 10:55:29      799   ( 8.0 cores)    8/8         8541      27%
>> 10:55:31      799   ( 8.0 cores)    8/8         8545      27%
>> 10:55:33      799   ( 8.0 cores)    8/8         8538      27%
>> 10:55:35      798   ( 8.0 cores)    8/8         8554      27%
>> 10:55:37      800   ( 8.0 cores)    8/8         8536      27%
>> 10:55:39      798   ( 8.0 cores)    8/8         8541      27%
>> 10:55:41      797   ( 8.0 cores)    8/8         8547      27%
>> 10:55:43      799   ( 8.0 cores)    8/8         8537      27%
>> 10:55:45      798   ( 8.0 cores)    8/8         8543      27%
>> 10:55:47      799   ( 8.0 cores)    8/8         8536      27%
>> 10:55:49      800   ( 8.0 cores)    8/8         8536      27%
>> 10:55:51      798   ( 8.0 cores)    8/8         8540      27%
>> 10:55:53      798   ( 8.0 cores)    8/8         8537      27%
>> 10:55:55      797   ( 8.0 cores)    8/8         8544      27%
>> 10:55:57      799   ( 8.0 cores)    8/8         8535      27%
>> 10:55:59      799   ( 8.0 cores)    8/8         8539      27%
>> 10:56:01      799   ( 8.0 cores)    8/8         8549      27%
>> 10:56:03      799   ( 8.0 cores)    8/8         8792      28%
>> 10:56:05      798   ( 8.0 cores)    8/8         8549      27%
>> 10:56:07      799   ( 8.0 cores)    8/8         8554      27%
>> 10:56:09      799   ( 8.0 cores)    8/8         8555      27%
>> 10:56:11      798   ( 8.0 cores)    8/8         8563      27%
>> 10:56:13      798   ( 8.0 cores)    8/8         8557      27%
>> 10:56:15      800   ( 8.0 cores)    8/8         8618      27%
>> 10:56:17      799   ( 8.0 cores)    8/8         8550      27%
>> 10:56:19      797   ( 8.0 cores)    8/8         8555      27%
>> 10:56:21      799   ( 8.0 cores)    8/8         8544      27%
>> 10:56:23      798   ( 8.0 cores)    8/8         8548      27%
>> 10:56:25      798   ( 8.0 cores)    8/8         8553      27%
>> 10:56:27      799   ( 8.0 cores)    8/8         8555      27%
>> 10:56:29      799   ( 8.0 cores)    8/8         8540      27%
>> 10:56:31      798   ( 8.0 cores)    8/8         8537      27%
>> 10:56:33      799   ( 8.0 cores)    8/8         8544      27%
>> 10:56:35      799   ( 8.0 cores)    8/8         8568      27%
>> 10:56:37      798   ( 8.0 cores)    8/8         8536      27%
>> 10:56:39      799   ( 8.0 cores)    8/8         8540      27%
>> 10:56:41      798   ( 8.0 cores)    8/8         8548      27%
>> 10:56:43      799   ( 8.0 cores)    8/8         8561      27%
>> 10:56:45      798   ( 8.0 cores)    8/8         8555      27%
>> 10:56:47      798   ( 8.0 cores)    8/8         8556      27%
>> 10:56:49      799   ( 8.0 cores)    8/8         8547      27%
>> 10:56:51      800   ( 8.0 cores)    8/8         8547      27%
>> 10:56:53      798   ( 8.0 cores)    8/8         8554      27%
>> 10:56:55      797   ( 8.0 cores)    8/8         8548      27%
>> 10:56:57      800   ( 8.0 cores)    8/8         8544      27%
>> 10:56:59      799   ( 8.0 cores)    8/8         8553      27%
>> 10:57:01      800   ( 8.0 cores)    8/8         8556      27%
>> 10:57:03      799   ( 8.0 cores)    8/8         8565      27%
>> 10:57:05      797   ( 8.0 cores)    8/8         8612      27%
>> 10:57:07      800   ( 8.0 cores)    8/8         8564      27%
>> 10:57:09      798   ( 8.0 cores)    8/8         8575      27%
>> 10:57:11      798   ( 8.0 cores)    8/8         8557      27%
>> 10:57:13      798   ( 8.0 cores)    8/8         8560      27%
>> 10:57:15      798   ( 8.0 cores)    8/8         8566      27%
>> 10:57:17      799   ( 8.0 cores)    8/8         8565      27%
>> 10:57:19      799   ( 8.0 cores)    8/8         8573      27%
>> 10:57:21      798   ( 8.0 cores)    8/8         8554      27%
>> 10:57:23      799   ( 8.0 cores)    8/8         8554      27%
>> 10:57:25      798   ( 8.0 cores)    8/8         8556      27%
>> 10:57:27      799   ( 8.0 cores)    8/8         8562      27%
>> 10:57:29      798   ( 8.0 cores)    8/8         8564      27%
>> 10:57:31      799   ( 8.0 cores)    8/8         8551      27%
>> 10:57:33      798   ( 8.0 cores)    8/8         8545      27%
>> 10:57:35      798   ( 8.0 cores)    8/8         8554      27%
>> 10:57:37      799   ( 8.0 cores)    8/8         8552      27%
>> 10:57:39      798   ( 8.0 cores)    8/8         8573      27%
>> 10:57:41      799   ( 8.0 cores)    8/8         8564      27%
>> 10:57:43      799   ( 8.0 cores)    8/8         8560      27%
>> 10:57:45      800   ( 8.0 cores)    8/8         8556      27%
>> 10:57:47      798   ( 8.0 cores)    8/8         8549      27%
>> 10:57:49      800   ( 8.0 cores)    8/8         8550      27%
>> 10:57:51      798   ( 8.0 cores)    8/8         8552      27%
>> 10:57:53      799   ( 8.0 cores)    8/8         8547      27%
>> 10:57:55      798   ( 8.0 cores)    8/8         8548      27%
>> 10:57:57      799   ( 8.0 cores)    8/8         8548      27%
>> 10:57:59      799   ( 8.0 cores)    8/8         8555      27%
>> 10:58:01      799   ( 8.0 cores)    8/8         8565      27%
>> 10:58:03      799   ( 8.0 cores)    8/8         8563      27%
>> 10:58:05      799   ( 8.0 cores)    8/8         8554      27%
>> 10:58:07      798   ( 8.0 cores)    8/8         8581      27%
>> 10:58:09      800   ( 8.0 cores)    8/8         8822      28%
>> 10:58:11      797   ( 8.0 cores)    8/8         8552      27%
>> 10:58:13      799   ( 8.0 cores)    8/8         8553      27%
>> 10:58:15      799   ( 8.0 cores)    8/8         8548      27%
>> 10:58:17      798   ( 8.0 cores)    8/8         8560      27%
>> 10:58:19      799   ( 8.0 cores)    8/8         8547      27%
>> 10:58:21      798   ( 8.0 cores)    8/8         8557      27%
>> 10:58:23      798   ( 8.0 cores)    8/8         8554      27%
>> 10:58:25      799   ( 8.0 cores)    8/8         8562      27%
>> 10:58:27      799   ( 8.0 cores)    8/8         8563      27%
>> 10:58:29      798   ( 8.0 cores)    8/8         8563      27%
>> 10:58:31      798   ( 8.0 cores)    8/8         8564      27%
>> 10:58:33      798   ( 8.0 cores)    8/8         8565      27%
>> 10:58:35      799   ( 8.0 cores)    8/8         8593      27%
>> 10:58:37      799   ( 8.0 cores)    8/8         8558      27%
>> 10:58:39      800   ( 8.0 cores)    8/8         8551      27%
>> 10:58:41      798   ( 8.0 cores)    8/8         8563      27%
>> 10:58:43      799   ( 8.0 cores)    8/8         8556      27%
>> 10:58:45      799   ( 8.0 cores)    8/8         8561      27%
>> 10:58:47      799   ( 8.0 cores)    8/8         8567      27%
>> 10:58:49      799   ( 8.0 cores)    8/8         8559      27%
>> 10:58:51      799   ( 8.0 cores)    8/8         8564      27%
>> 10:58:53      797   ( 8.0 cores)    8/8         8575      27%
>> 10:58:55      797   ( 8.0 cores)    8/8         8566      27%
>> 10:58:57      798   ( 8.0 cores)    8/8         8563      27%
>> 10:58:59      800   ( 8.0 cores)    8/8         8562      27%
>> 10:59:01      799   ( 8.0 cores)    8/8         8567      27%
>> 10:59:03      799   ( 8.0 cores)    8/8         8575      27%
>> 10:59:05      797   ( 8.0 cores)    8/8         8563      27%
>> 10:59:07      799   ( 8.0 cores)    8/8         8558      27%
>> 10:59:09      799   ( 8.0 cores)    8/8         8562      27%
>> 10:59:11      798   ( 8.0 cores)    8/8         8654      28%
>> 10:59:13      800   ( 8.0 cores)    8/8         8565      27%
>> 10:59:15      798   ( 8.0 cores)    8/8         8570      27%
>> 10:59:17      799   ( 8.0 cores)    8/8         8573      27%
>> 10:59:19      799   ( 8.0 cores)    8/8         8567      27%
>> 10:59:21      799   ( 8.0 cores)    8/8         8569      27%
>> 10:59:23      799   ( 8.0 cores)    8/8         8558      27%
>> 10:59:25      797   ( 8.0 cores)    8/8         8565      27%
>> 10:59:27      799   ( 8.0 cores)    8/8         8565      27%
>> 10:59:29      798   ( 8.0 cores)    8/8         8583      27%
>> 10:59:31      799   ( 8.0 cores)    8/8         8559      27%
>> 10:59:34      799   ( 8.0 cores)    8/8         8565      27%
>> 10:59:36      797   ( 8.0 cores)    8/8         8577      27%
>> 10:59:38      799   ( 8.0 cores)    8/8         8568      27%
>> 10:59:40      798   ( 8.0 cores)    8/8         8556      27%
>> 10:59:42      798   ( 8.0 cores)    8/8         8560      27%
>> 10:59:44      799   ( 8.0 cores)    8/8         8556      27%
>> 10:59:46      797   ( 8.0 cores)    8/8         8548      27%
>> 10:59:48      799   ( 8.0 cores)    8/8         8553      27%
>> 10:59:50      798   ( 8.0 cores)    8/8         8562      27%
>> 10:59:52      800   ( 8.0 cores)    8/8         8550      27%
>> 10:59:54      799   ( 8.0 cores)    8/8         8558      27%
>> 10:59:56      798   ( 8.0 cores)    8/8         8563      27%
>> 10:59:58      798   ( 8.0 cores)    8/8         8555      27%
>> 11:00:00      798   ( 8.0 cores)    8/8         8563      27%
>> 11:00:02      800   ( 8.0 cores)    8/8         8550      27%
>> 11:00:04      798   ( 8.0 cores)    8/8         8558      27%
>> 11:00:06      799   ( 8.0 cores)    8/8         8566      27%
>> 11:00:08      798   ( 8.0 cores)    8/8         8565      27%
>> 11:00:10      799   ( 8.0 cores)    8/8         8576      27%
>> 11:00:12      798   ( 8.0 cores)    8/8         8576      27%
>> 11:00:14      798   ( 8.0 cores)    8/8         8604      27%
>> 11:00:16      799   ( 8.0 cores)    8/8         8813      28%
>> 11:00:18      800   ( 8.0 cores)    8/8         8571      27%
>> 11:00:20      799   ( 8.0 cores)    8/8         8580      27%
>> 11:00:22      797   ( 8.0 cores)    8/8         8563      27%
>> 11:00:24      799   ( 8.0 cores)    8/8         8564      27%
>> 11:00:26      799   ( 8.0 cores)    8/8         8562      27%
>> 11:00:28      799   ( 8.0 cores)    8/8         8557      27%
>> 11:00:30      799   ( 8.0 cores)    8/8         8553      27%
>> 11:00:32      800   ( 8.0 cores)    8/8         8558      27%
>> 11:00:34      798   ( 8.0 cores)    8/8         8556      27%
>> 11:00:36      798   ( 8.0 cores)    8/8         8584      27%
>> 11:00:38      799   ( 8.0 cores)    8/8         8573      27%
>> 11:00:40      798   ( 8.0 cores)    8/8         8577      27%
>> 11:00:42      799   ( 8.0 cores)    8/8         8538      27%
>> 11:00:44      798   ( 8.0 cores)    8/8         8549      27%
>> 11:00:46      799   ( 8.0 cores)    8/8         8558      27%
>> 11:00:48      799   ( 8.0 cores)    8/8         8550      27%
>> 11:00:50      798   ( 8.0 cores)    8/8         8554      27%
>> 11:00:52      798   ( 8.0 cores)    8/8         8545      27%
>> 11:00:54      799   ( 8.0 cores)    8/8         8545      27%
>> 11:00:56      798   ( 8.0 cores)    8/8         8541      27%
>> 11:00:58      799   ( 8.0 cores)    8/8         8554      27%
>> 11:01:00      798   ( 8.0 cores)    8/8         8550      27%
>> 11:01:02      799   ( 8.0 cores)    8/8         8547      27%
>> 11:01:04      799   ( 8.0 cores)    8/8         8551      27%
>> 11:01:06      799   ( 8.0 cores)    8/8         8557      27%
>> 11:01:08      798   ( 8.0 cores)    8/8         8550      27%
>> 11:01:10      798   ( 8.0 cores)    8/8         8554      27%
>> 11:01:12      798   ( 8.0 cores)    8/8         8564      27%
>> 11:01:14      799   ( 8.0 cores)    8/8         8557      27%
>> 11:01:16      799   ( 8.0 cores)    8/8         8558      27%
>> 11:01:18      799   ( 8.0 cores)    8/8         8598      27%
>> 11:01:20      798   ( 8.0 cores)    8/8         8560      27%
>> 11:01:22      798   ( 8.0 cores)    8/8         8565      27%
>> 11:01:24      798   ( 8.0 cores)    8/8         8572      27%
>> 11:01:26      799   ( 8.0 cores)    8/8         8573      27%
>> 11:01:28      798   ( 8.0 cores)    8/8         8566      27%
>> 11:01:30      799   ( 8.0 cores)    8/8         8565      27%
>> 11:01:32      798   ( 8.0 cores)    8/8         8560      27%
>> 11:01:34      799   ( 8.0 cores)    8/8         8555      27%
>> 11:01:36      799   ( 8.0 cores)    8/8         8567      27%
>> 11:01:38      798   ( 8.0 cores)    8/8         8558      27%
>> 11:01:40      799   ( 8.0 cores)    8/8         8558      27%
>> 11:01:42      799   ( 8.0 cores)    8/8         8558      27%
>> 11:01:44      799   ( 8.0 cores)    8/8         8562      27%
>> 11:01:46      798   ( 8.0 cores)    8/8         8557      27%
